群名,群类别,群人数,消息数,稠密度,性别比,平均年龄,年龄差,地域集中度,手机比例,会话数,无回应比例,夜聊比例,图片比例
**北中学交流群,4.0,159.0,498.0,0.135458960274,0.454545454545,34.1655172414,8.04728593622,0.902597402597,0.473895582329,108.0,0.712962962963,0.1875,0.0100401606426
**,4.0,78.0,16262.0,0.321678321678,0.391891891892,15.2394366197,3.35027763715,0.986111111111,0.733427622679,321.0,0.333333333333,0.318872684758,0.0260730537449
**⒎(汽营,4.0,68.0,21.0,0.427129060579,0.348484848485,22.2419354839,1.63317900833,0.904761904762,0.0952380952381,3.0,0.666666666667,0.904761904762,0.0
**华文明聊天群□,4.0,93.0,791.0,0.0501402524544,0.434782608696,16.2471910112,4.46026375719,0.384615384615,0.878634639697,82.0,0.634146341463,0.289141414141,0.0164348925411
**州中学远程教育,4.0,73.0,611.0,0.266171993912,0.72602739726,37.4166666667,7.98914193696,0.986111111111,0.0163666121113,137.0,0.547445255474,0.11620294599,0.037643207856
**中E家,4.0,82.0,1011.0,0.197380307136,0.525,33.7368421053,7.86960913403,0.987654320988,0.0929772502473,230.0,0.521739130435,0.0970297029703,0.0138476755687
**媒中国之传统媒体群,4.0,93.0,10.0,0.0197522206639,0.530120481928,31.3787878788,5.36477046733,0.44776119403,0.0,9.0,1.0,0.0,0.0
**都18岁-22岁千人交流,4.0,384.0,322.0,0.00735014142733,0.284552845528,19.898255814,3.01808451955,0.702312138728,0.816770186335,79.0,0.746835443038,0.209375,0.0155279503106
**寿二中09级三班,4.0,95.0,15.0,0.326091825308,0.586206896552,23.0714285714,0.827873269082,0.741176470588,0.466666666667,12.0,1.0,0.466666666667,0.133333333333
**风中学08届高三年级,4.0,80.0,50.0,0.314082278481,0.625,23.3974358974,1.15846653272,0.151898734177,0.86,22.0,0.772727272727,0.18,0.1
**县中学03级,4.0,75.0,6.0,0.113873873874,0.514285714286,28.703125,2.64385896643,0.5625,0.666666666667,5.0,0.8,0.166666666667,0.0
**峰中学69,4.0,52.0,163.0,0.357088989442,0.557692307692,27.7083333333,0.888780375321,0.408163265306,0.447852760736,29.0,0.689655172414,0.613636363636,0.0184049079755
**二中高90级2班,4.0,55.0,18.0,0.0781144781145,0.269230769231,38.4255319149,7.05222065781,0.68085106383,0.277777777778,14.0,0.785714285714,0.0555555555556,0.166666666667
**蒋的子弟兵,4.0,68.0,2.0,0.320895522388,0.69696969697,25.8870967742,0.805321789214,0.714285714286,0.0,2.0,1.0,0.0,0.0
11月心理咨询师考试,4.0,64.0,9.0,0.0562996031746,0.15625,24.746031746,3.450181748,0.857142857143,0.888888888889,6.0,0.833333333333,0.0,0.0
**陵水口中学03-04届,4.0,186.0,2469.0,0.147282766638,0.596685082873,25.7558139535,1.73162141058,0.531791907514,0.243418388011,215.0,0.544186046512,0.134872417983,0.0214661806399
**国传媒人联盟11教育,4.0,71.0,83.0,0.00442655935614,0.489361702128,32.2972972973,9.40058901221,0.230769230769,0.0,23.0,1.0,0.0722891566265,0.0
=记住我们最嚣张=,4.0,68.0,2.0,0.359525899912,0.597014925373,23.8787878788,1.05191242168,0.530303030303,1.0,2.0,1.0,0.0,0.5
78.0,4.0,51.0,86.0,0.447450980392,0.02,21.7906976744,3.63163195768,0.813953488372,0.96511627907,6.0,0.166666666667,0.0,0.0116279069767
07针推专升本,4.0,72.0,26.0,0.295187793427,0.450704225352,27.3529411765,2.02022644248,0.676470588235,0.884615384615,12.0,0.833333333333,0.176470588235,0.0
**维05届高三理(4)班,4.0,51.0,127.0,0.565490196078,0.725490196078,24.16,1.747684182,0.36,0.653543307087,18.0,0.277777777778,0.244094488189,0.0551181102362
**山中学92高中毕业,4.0,79.0,111.0,0.115709185329,0.486842105263,38.0895522388,6.66855249187,0.550724637681,0.504504504505,24.0,0.666666666667,0.504504504505,0.0540540540541
**林农安实验中学95.3,4.0,56.0,1094.0,0.279220779221,0.660714285714,33.2692307692,2.71119746901,0.288461538462,0.0767824497258,79.0,0.417721518987,0.0237659963437,0.0109689213894
**Ⅲ★①③班,4.0,74.0,51.0,0.153831914106,0.590909090909,25.5593220339,0.978951123945,0.610169491525,0.0588235294118,6.0,0.833333333333,0.0196078431373,0.0196078431373
**务中学≮①②⑥≯班,4.0,69.0,227.0,0.403239556692,0.582089552239,23.126984127,0.548940205263,0.861538461538,0.68281938326,12.0,0.666666666667,0.0,0.0264317180617
**清远卫校※99-5E〗,4.0,51.0,1.0,0.242352941176,0.714285714286,30.3333333333,1.59164485151,0.957446808511,1.0,1.0,1.0,0.0,0.0
**雨同在,4.0,54.0,8.0,0.213487071978,0.509433962264,19.5769230769,1.83288500884,0.634615384615,0.5,3.0,0.333333333333,0.5,0.0
**平中学04届毕三七班,4.0,55.0,1.0,0.298316498316,0.518518518519,25.3921568627,0.628675276152,0.921568627451,0.0,1.0,1.0,0.0,0.0
**三〔７〕—台中,4.0,52.0,104.0,0.424962292609,0.365384615385,25.8666666667,0.541602560309,0.888888888889,0.413461538462,19.0,0.578947368421,0.0961538461538,0.0192307692308
**3文,4.0,59.0,112.0,0.390707188778,0.553571428571,24.6181818182,0.841879047476,0.781818181818,0.5,8.0,0.5,0.589285714286,0.0
**县中学高2009级4班,4.0,85.0,5.0,0.265266106443,0.602739726027,23.65625,2.69385150621,0.6875,0.2,4.0,1.0,0.0,0.0
**木中学05届,4.0,52.0,91.0,0.199472096531,0.480769230769,24.1,0.60827625303,0.76,0.32967032967,21.0,0.714285714286,0.406976744186,0.0
**班不壹般,4.0,55.0,24.0,0.451178451178,0.603773584906,24.9272727273,8.37714324371,0.509090909091,0.0,2.0,0.5,0.0,0.0416666666667
**建·学生06级党支部,4.0,90.0,1.0,0.132209737828,0.744444444444,25.9647058824,0.887124353953,0.220930232558,0.0,1.0,1.0,0.0,0.0
**云09工本3班,4.0,59.0,183.0,0.557860900058,0.568965517241,23.1355932203,0.723869712002,0.864406779661,0.125683060109,9.0,0.666666666667,0.699453551913,0.0
**⒎物流⒉班,4.0,65.0,89.0,0.454567307692,0.538461538462,24.4,0.873542742559,0.369230769231,0.168539325843,29.0,0.655172413793,0.170454545455,0.0449438202247
**阳修中学同学聚会,4.0,63.0,15.0,0.238607270865,0.754098360656,29.3111111111,1.18925228091,0.3125,0.2,5.0,0.8,0.733333333333,0.0
**校。—★—〈140班>,4.0,54.0,106.0,0.501397624039,0.730769230769,22.7777777778,1.54759869746,0.944444444444,0.320754716981,19.0,0.684210526316,0.0566037735849,0.0
**一裁床,4.0,101.0,34.0,0.0378217821782,0.824742268041,31.5211267606,5.23761894868,0.328947368421,0.0882352941176,14.0,0.5,0.0294117647059,0.0588235294118
**窗岁月,4.0,69.0,2.0,0.212276214834,0.507246376812,27.8305084746,0.959387911735,0.813559322034,1.0,2.0,1.0,0.0,0.5
**窗好友莫相忘,4.0,55.0,3.0,0.177104377104,0.553191489362,33.625,2.20439901107,0.74,0.333333333333,3.0,1.0,0.333333333333,0.0
**3(3)班--兄弟姐妹,4.0,58.0,39.0,0.350272232305,0.568965517241,24.2678571429,0.972681702243,0.857142857143,0.461538461538,4.0,0.5,0.025641025641,0.0
**元O.⒊界毕业生.,4.0,68.0,46.0,0.313652326602,0.636363636364,26.015625,6.33070934883,0.59375,0.173913043478,14.0,0.571428571429,0.152173913043,0.0
**简贾中零捌级拾肆班,4.0,68.0,47.0,0.446663740123,0.558823529412,24.4,3.14177803652,0.784615384615,0.36170212766,18.0,0.666666666667,0.0851063829787,0.0
19班,4.0,96.0,31.0,0.165789473684,0.642105263158,24.597826087,0.590868605432,0.260869565217,0.0322580645161,1.0,0.0,0.0,0.0
**笑温存记忆2000人群,4.0,119.0,49.0,0.0252812989603,0.632478632479,20.4690265487,4.39644022625,0.512820512821,0.265306122449,30.0,0.933333333333,0.208333333333,0.0612244897959
**三(3)班-历史,4.0,55.0,5.0,0.275084175084,0.425925925926,26.0377358491,1.04542605111,0.944444444444,0.8,1.0,0.0,0.0,0.2
**ＧＧ｝,4.0,54.0,19.0,0.33892382949,0.68,27.1914893617,1.53869657292,0.979166666667,0.421052631579,6.0,0.666666666667,0.0,0.0
1班滴商人,4.0,62.0,22.0,0.348228450555,0.178571428571,25.7321428571,0.954146429099,0.561403508772,0.363636363636,2.0,0.5,0.0,0.0
**学一起释放心情,4.0,53.0,4179.0,0.39259796807,0.557692307692,28.26,2.30486442118,0.365384615385,0.12658530749,161.0,0.459627329193,0.18867481203,0.021536252692
500群黄岩数控操作交,4.0,334.0,91.0,0.00319181456906,0.923076923077,26.4269230769,4.22975337454,0.511194029851,0.263736263736,43.0,0.860465116279,0.233333333333,0.043956043956
**中记忆（32835053）,4.0,125.0,29.0,0.0554193548387,0.548387096774,31.1111111111,3.29666440532,0.512820512821,0.206896551724,10.0,0.6,0.0689655172414,0.0689655172414
**荫区初中数学群,4.0,126.0,187.0,0.0732698412698,0.388888888889,32.2118644068,9.98969952121,1.0,0.0160427807487,47.0,0.617021276596,0.00534759358289,0.00534759358289
**说中的9班,4.0,69.0,2.0,0.417945439045,0.753623188406,24.3125,0.788095013307,0.328125,1.0,2.0,1.0,0.0,0.0
**三（18）班,4.0,53.0,170.0,0.390058055152,0.269230769231,23.2745098039,1.73858666256,0.862745098039,0.176470588235,12.0,0.25,0.0,0.00588235294118
**税学校07（3）班,4.0,60.0,639.0,0.400847457627,0.116666666667,22.1666666667,0.810806639963,0.87037037037,0.460093896714,20.0,0.5,0.0876369327074,0.00312989045383
08届文五班,4.0,51.0,1.0,0.33137254902,0.551020408163,24.0,2.0685912519,0.697674418605,0.0,1.0,1.0,0.0,0.0
**圳建筑工程师联谊会,4.0,137.0,85.0,0.00681623014169,0.741379310345,29.34375,6.45308086143,0.745098039216,0.176470588235,56.0,0.821428571429,0.188235294118,0.0352941176471
**山中学02,4.0,73.0,7.0,0.215372907154,0.68115942029,24.0307692308,0.606864089948,0.984848484848,0.571428571429,5.0,1.0,0.142857142857,0.285714285714
**江三角中学初05级2,4.0,51.0,31.0,0.347843137255,0.56862745098,23.693877551,0.645362787789,0.673469387755,0.677419354839,7.0,0.428571428571,0.129032258065,0.0
**春足迹【二OO二】,4.0,70.0,62.0,0.17784679089,0.507246376812,26.9032258065,0.429165635344,0.838709677419,0.822580645161,16.0,0.6875,0.629032258065,0.0161290322581
**勇的学生们,4.0,309.0,77.0,0.0580843105115,0.572847682119,23.5273972603,3.55041036694,0.901360544218,0.298701298701,26.0,0.807692307692,0.285714285714,0.0
**瑰空间,4.0,199.0,54193.0,0.0455306837216,0.454545454545,29.0760233918,6.53287310226,0.126903553299,0.084088350894,557.0,0.254937163375,0.190686175022,0.163176055948
**城中学99高中同学会,4.0,66.0,222.0,0.175058275058,0.75,32.1355932203,2.96566582754,0.672131147541,0.027027027027,16.0,0.625,0.310810810811,0.0
**山论剑,4.0,57.0,1.0,0.160714285714,0.5,33.0980392157,4.7081693789,0.375,0.0,1.0,1.0,0.0,0.0
**十三班,4.0,64.0,4.0,0.331101190476,0.672131147541,24.3272727273,1.32190696213,0.381818181818,0.5,4.0,1.0,0.25,0.0
GTA中文站⑧GTA5,4.0,67.0,14.0,0.0119855269109,0.938461538462,19.1153846154,7.14049622859,0.218181818182,0.214285714286,12.0,1.0,0.0769230769231,0.0
**防群,4.0,103.0,14.0,0.0150390253189,0.757894736842,31.1076923077,4.2755947024,0.528571428571,0.0,13.0,1.0,0.0714285714286,0.0
**山中学,4.0,68.0,41.0,0.226733977173,0.597014925373,23.71875,0.874441786227,0.75,0.780487804878,17.0,0.647058823529,0.170731707317,0.0
**远四中02届,4.0,154.0,250.0,0.0988455988456,0.684563758389,26.4100719424,1.05811662221,0.58273381295,0.896,65.0,0.676923076923,0.0485829959514,0.012
**个是真的会计一班,4.0,51.0,83.0,0.479215686275,0.34,23.7142857143,0.67005939426,0.959183673469,0.228915662651,10.0,0.4,0.0120481927711,0.10843373494
**方丝路宣传5群,4.0,87.0,30.0,0.0164394546913,0.9125,26.1846153846,4.58389256047,0.276923076923,0.0,11.0,1.0,0.166666666667,0.0
**阳高中76班,4.0,51.0,137.0,0.117254901961,0.58,33.347826087,1.8441139183,0.5625,0.525547445255,31.0,0.58064516129,0.14598540146,0.021897810219
07会计6班,4.0,61.0,1.0,0.19043715847,0.25,25.3818181818,1.01785709107,0.836363636364,0.0,1.0,1.0,1.0,0.0
**三（5）班,4.0,59.0,1.0,0.367036820573,0.350877192982,23.2264150943,0.983668709263,0.528301886792,0.0,1.0,1.0,0.0,0.0
**要雷锋社区-群2,4.0,65.0,7.0,0.00961538461538,0.883333333333,28.52,4.10482642751,0.240740740741,0.0,4.0,1.0,0.0,0.0
13春建工管,4.0,82.0,762.0,0.0207768744354,0.73417721519,29.9620253165,7.75485644159,0.5,0.560367454068,131.0,0.595419847328,0.302325581395,0.00262467191601
**問，教務處,4.0,52.0,247.0,0.469079939668,0.826923076923,22.6326530612,3.39684053413,0.76,0.441295546559,33.0,0.454545454545,0.0607287449393,0.0161943319838
**忆,4.0,78.0,3.0,0.227106227106,0.597222222222,24.1475409836,0.764715002603,0.4375,0.666666666667,2.0,1.0,0.0,0.0
09物流高职四班,4.0,59.0,1.0,0.448275862069,0.51724137931,23.3529411765,0.986646715718,0.745098039216,0.0,1.0,1.0,0.0,0.0
09届高三《5》班,4.0,51.0,3.0,0.483137254902,0.352941176471,23.74,2.26106169752,0.94,0.0,2.0,1.0,0.0,0.0
**灵的空间-服工071,4.0,67.0,176.0,0.479647218453,0.261538461538,25.380952381,1.25266156552,0.904761904762,0.0852272727273,30.0,0.533333333333,0.0170454545455,0.0170454545455
**202班,4.0,62.0,73.0,0.186409307245,0.451612903226,31.45,0.956120633951,0.383333333333,0.383561643836,12.0,0.75,0.013698630137,0.0
**计07-1,4.0,65.0,19.0,0.419230769231,0.476923076923,25.55,0.990370301116,0.854838709677,0.0,4.0,0.75,0.0,0.105263157895
**程猎头精英群（二）,4.0,150.0,1067.0,0.0180760626398,0.780821917808,30.3873239437,4.32784725387,0.644295302013,0.238050609185,115.0,0.434782608696,0.00749765698219,0.029053420806
**庆永川板桥中学母校,4.0,114.0,67.0,0.0359416239714,0.611650485437,29.8910891089,4.31873879211,0.643564356436,0.328358208955,21.0,0.857142857143,0.268656716418,0.164179104478
**清中学04级6班~~,4.0,57.0,7.0,0.265037593985,0.740740740741,25.1428571429,0.728431359085,0.86,0.571428571429,6.0,1.0,0.142857142857,0.0
07级物流管理班,4.0,71.0,3.0,0.432595573441,0.514285714286,24.6119402985,0.809555320736,0.441176470588,0.333333333333,2.0,1.0,1.0,0.0
**国文员/文职-深圳群,4.0,108.0,7.0,0.00294219453098,0.258426966292,26.6779661017,5.26401495917,0.55,0.428571428571,6.0,0.833333333333,0.285714285714,0.0
**南中学同事群,4.0,81.0,158.0,0.126080246914,0.4375,29.2533333333,5.81054979231,0.960526315789,0.341772151899,41.0,0.634146341463,0.227848101266,0.0379746835443
**北大学成都校友之家,4.0,192.0,3271.0,0.0192517452007,0.820105820106,31.4782608696,8.508918928,0.763157894737,0.235402017732,270.0,0.511111111111,0.0835373317013,0.0201773158056
**遥山庄,4.0,51.0,9.0,0.02,0.936170212766,26.3243243243,5.32741027321,0.162162162162,0.0,9.0,1.0,0.0,0.0
**胜策划外聘门市群,4.0,92.0,136.0,0.0353559483994,0.423913043478,25.2696629213,3.14719081067,0.527472527473,0.5,67.0,0.805970149254,0.177777777778,0.00735294117647
**训5班,4.0,76.0,1.0,0.122105263158,0.581081081081,26.8985507246,3.47306375016,0.30985915493,0.0,1.0,1.0,0.0,0.0
10级商英3班,4.0,59.0,7.0,0.341320864991,0.210526315789,22.275862069,2.48299807274,0.915254237288,0.142857142857,1.0,0.0,0.0,0.0
**尐冇詺氣,4.0,112.0,2003.0,0.0256595881596,0.720720720721,31.4673913043,6.64871855413,0.168316831683,0.0154767848228,200.0,0.405,0.197703444833,0.210184722916
**福快乐和谐,4.0,171.0,100.0,0.012693498452,0.59880239521,36.4964028777,8.87837409828,0.958333333333,0.18,37.0,0.864864864865,0.12,0.02
07牧教甲乙班,4.0,75.0,311.0,0.385945945946,0.581081081081,25.625,2.43990266199,0.859375,0.617363344051,27.0,0.703703703704,0.0450160771704,0.0064308681672
**成六中28级,4.0,75.0,77.0,0.0645045045045,0.68,33.0675675676,1.36887289483,0.702702702703,0.38961038961,37.0,0.837837837838,0.25974025974,0.181818181818
**吃亏是福】12期,4.0,84.0,34.0,0.0691336775674,0.548780487805,32.7142857143,7.394025568,0.414634146341,0.352941176471,6.0,0.666666666667,0.0294117647059,0.0294117647059
**７级民商二,4.0,54.0,17.0,0.275681341719,0.557692307692,26.6530612245,5.13312977053,0.489795918367,0.823529411765,5.0,0.6,0.0,0.0588235294118
03级大垸中学,4.0,69.0,9.0,0.238917306053,0.462686567164,28.25,1.5103807467,0.53125,0.333333333333,6.0,0.833333333333,0.444444444444,0.0
**社中学,4.0,56.0,4.0,0.258766233766,0.607142857143,20.1568627451,0.871612187094,0.846153846154,0.75,3.0,1.0,0.0,0.0
18班,4.0,63.0,19.0,0.391961085509,0.728813559322,23.4444444444,1.3562839573,0.555555555556,0.421052631579,4.0,0.75,0.0,0.0
**水月楼≯,4.0,97.0,2.0,0.0221219931271,0.831578947368,26.2790697674,3.62373045224,0.681818181818,1.0,2.0,1.0,0.0,0.5
sweet,4.0,55.0,3.0,0.170707070707,0.5,25.5882352941,2.36125980489,0.823529411765,0.0,3.0,1.0,0.666666666667,0.0
**安中学校友会1群,4.0,231.0,5156.0,0.0470920383964,0.539473684211,26.53125,2.98790810871,0.626666666667,0.621024049651,257.0,0.357976653696,0.185292976329,0.022498060512
1298西电同学,4.0,84.0,162.0,0.194348823867,0.77380952381,33.1351351351,0.643561129718,0.256756756757,0.12962962963,12.0,0.416666666667,0.00621118012422,0.0246913580247
**光中学07届,4.0,65.0,316.0,0.204807692308,0.555555555556,22.3220338983,1.08050016614,0.491525423729,0.737341772152,48.0,0.666666666667,0.126984126984,0.0221518987342
**灭的记忆,4.0,70.0,13.0,0.221118012422,0.283582089552,15.564516129,0.993867774387,0.809523809524,1.0,3.0,0.666666666667,0.0,0.0769230769231
**憩之家,4.0,100.0,412.0,0.137575757576,0.142857142857,33.152173913,8.31830718383,0.86170212766,0.0776699029126,182.0,0.708791208791,0.179611650485,0.00728155339806
**圳服装行业联谊群1,4.0,151.0,113.0,0.0205298013245,0.5,30.4765625,4.80878889988,0.845588235294,0.00884955752212,72.0,0.916666666667,0.0619469026549,0.0176991150442
03级5班,4.0,56.0,9.0,0.307792207792,0.535714285714,23.4545454545,1.07565086965,0.890909090909,0.666666666667,2.0,0.5,0.888888888889,0.0
**皇水族集团商务群,4.0,54.0,8.0,0.0583508036338,0.857142857143,31.2941176471,8.16927317584,0.25,0.625,5.0,1.0,0.0,0.375
**山中学友谊群,4.0,96.0,2.0,0.161403508772,0.58064516129,25.7625,1.06352891357,0.567901234568,1.0,2.0,1.0,0.0,0.0
**票部落双色球交流,4.0,263.0,524.0,0.000841726409892,0.722543352601,27.2,7.08482763437,0.0975609756098,0.0362595419847,158.0,0.930379746835,0.289827255278,0.0
07电子商务,4.0,62.0,76.0,0.497355896351,0.0655737704918,22.8039215686,4.28869744768,0.607843137255,0.960526315789,5.0,0.6,0.0,0.0131578947368
**地市镇中学162班群,4.0,55.0,5.0,0.230303030303,0.611111111111,20.6829268293,2.29993663105,0.487804878049,0.6,3.0,0.666666666667,0.0,0.2
**—━╋（1）团,4.0,60.0,114.0,0.371751412429,0.228070175439,22.5172413793,1.41715328193,0.661016949153,0.5,16.0,0.5625,0.0175438596491,0.0
**流摄影份子,4.0,98.0,16.0,0.103408373659,0.573170731707,25.1029411765,6.79562944728,0.68115942029,0.0,16.0,1.0,0.0,0.0
**兴中学98级,4.0,210.0,1089.0,0.0662793347004,0.620192307692,31.0101522843,1.03241792838,0.368686868687,0.0743801652893,62.0,0.483870967742,0.0679522497704,0.00459136822773
**筑121,4.0,53.0,160.0,0.294267053701,0.867924528302,20.6538461538,1.84895620642,0.961538461538,0.3125,54.0,0.833333333333,0.238709677419,0.00625
**锋夜总会,4.0,53.0,7.0,0.220246734398,0.584905660377,18.2608695652,3.67384872596,0.723404255319,1.0,2.0,0.5,0.857142857143,0.0
**庄中学,4.0,88.0,5916.0,0.0996603970742,0.621951219512,27.1463414634,1.19063368268,0.841463414634,0.67478025693,268.0,0.44776119403,0.0793301759134,0.0150439486139
"**远\""class",4.0,52.0,269.0,0.487933634992,0.76,23.9583333333,0.762625217405,0.458333333333,0.501858736059,17.0,0.352941176471,0.0408921933086,0.0111524163569
**三（3）班,4.0,53.0,946.0,0.418359941945,0.245283018868,23.4791666667,0.676682573705,0.895833333333,0.178646934461,11.0,0.636363636364,0.0116279069767,0.00951374207188
**充市初中机考2群,4.0,92.0,15.0,0.0400143334926,0.813186813187,33.3522727273,7.20643615856,0.965909090909,0.133333333333,4.0,0.75,0.0,0.0
**源07物流管理6、7班,4.0,65.0,6.0,0.277163461538,0.467741935484,25.262295082,0.866529526977,0.262295081967,0.333333333333,2.0,0.5,0.0,0.0
**缘ぁァ六班,4.0,69.0,1.0,0.380647911338,0.264705882353,23.0344827586,0.946236050622,0.827586206897,0.0,1.0,1.0,0.0,1.0
**些青春岁月,4.0,52.0,2.0,0.13838612368,0.607843137255,29.6730769231,1.39671529292,0.826923076923,0.5,2.0,1.0,0.0,0.0
@回手@往事@,4.0,51.0,6.0,0.462352941176,0.69387755102,23.7291666667,0.951743648375,0.625,0.833333333333,6.0,1.0,0.166666666667,0.0
**like、机械舞‖,4.0,53.0,5.0,0.0166908563135,0.901960784314,19.0212765957,1.89612551993,0.183673469388,1.0,3.0,0.666666666667,0.6,0.0
**程99四系,4.0,53.0,10.0,0.173076923077,0.961538461538,32.619047619,0.871571677034,0.190476190476,0.1,3.0,0.333333333333,0.0,0.0
**像记忆交流,4.0,121.0,3.0,0.0128099173554,0.589743589744,27.5137614679,6.47594657301,0.225225225225,0.0,1.0,1.0,1.0,0.0
08数控三班,4.0,59.0,24.0,0.20601987142,0.824561403509,23.78,1.17115327776,0.764705882353,0.333333333333,11.0,0.909090909091,0.458333333333,0.0
**河中学80年代师生群,4.0,56.0,40.0,0.136363636364,0.642857142857,43.0,10.3072789814,0.846153846154,0.325,9.0,0.777777777778,0.075,0.075
04级7班的小窝窝,4.0,63.0,213.0,0.411930363543,0.571428571429,25.0967741935,0.465232422641,0.645161290323,0.558685446009,22.0,0.636363636364,0.81220657277,0.00469483568075
**店管理（餐饮方向）,4.0,76.0,102.0,0.445789473684,0.381578947368,23.5675675676,3.96634858658,0.932432432432,0.794117647059,13.0,0.384615384615,0.0384615384615,0.0196078431373
02届毕业班校友群,4.0,74.0,3003.0,0.127175120326,0.542857142857,26.5735294118,1.21650628574,0.235294117647,0.337329337329,229.0,0.558951965066,0.21978021978,0.00899100899101
**腾中学<欢迎新生>1群,4.0,83.0,6.0,0.165442256832,0.708860759494,20.3333333333,1.55727992761,0.724637681159,0.166666666667,6.0,1.0,0.166666666667,0.0
**應醫學院,4.0,101.0,22.0,0.0708910891089,0.289156626506,22.0135135135,2.24507414699,0.959459459459,0.0909090909091,8.0,0.875,0.727272727273,0.0454545454545
**黄中学上海校友会,4.0,70.0,3.0,0.0430641821946,0.545454545455,26.0625,3.90862427844,0.553846153846,0.0,1.0,0.0,0.0,0.0
**@曾%忘&记,4.0,81.0,98.0,0.188117283951,0.5875,23.8974358974,0.810029179432,0.692307692308,0.551020408163,31.0,0.806451612903,0.132653061224,0.0510204081633
**纺0805级与54社区,4.0,61.0,17.0,0.0579234972678,0.406779661017,26.8333333333,3.48409082673,0.45,0.0588235294118,3.0,1.0,0.0,0.0588235294118
08护理6班,4.0,56.0,2.0,0.321753246753,0.0,24.36,2.44752936652,0.921568627451,0.5,2.0,1.0,0.0,0.5
**兴县里洞中学90届,4.0,57.0,55678.0,0.0635964912281,0.732142857143,32.7446808511,9.75327132268,0.912280701754,0.624106469342,420.0,0.342857142857,0.164259279221,0.0590358849097
華方の全贰,4.0,52.0,553.0,0.478129713424,0.423076923077,23.9387755102,0.998124021277,0.8,0.764918625678,72.0,0.513888888889,0.352622061483,0.00723327305606
**工08水动,4.0,64.0,74.0,0.482142857143,0.873015873016,24.25,1.43323643083,0.213114754098,0.027027027027,8.0,0.5,0.0135135135135,0.0
**洋中学1996,4.0,55.0,3.0,0.212457912458,0.648148148148,29.9607843137,1.77079559292,0.711538461538,1.0,1.0,1.0,0.0,0.0
**程碑Ⅱ,4.0,240.0,417.0,0.00298117154812,0.951111111111,24.9392523364,4.35364831453,0.202764976959,0.223021582734,57.0,0.578947368421,0.130952380952,0.0143884892086
08新建工1,4.0,55.0,193.0,0.580134680135,0.830188679245,24.6603773585,1.09791219064,0.849056603774,0.455958549223,7.0,0.428571428571,0.772020725389,0.0
**聚11国贸,4.0,102.0,120.0,0.22849932052,0.421568627451,21.068627451,0.581745243104,0.990196078431,0.125,12.0,0.333333333333,0.225,0.0166666666667
3区風雲公会交流群,4.0,135.0,22.0,0.00464344941957,0.619718309859,24.375,5.62380939781,0.116666666667,0.0909090909091,6.0,1.0,0.0,0.0909090909091
**昆中09届高三5班群,4.0,57.0,3.0,0.328007518797,0.589285714286,23.3269230769,2.48627891441,0.792452830189,0.333333333333,3.0,1.0,0.0,0.0
09级沈音南校区表演系,4.0,75.0,5.0,0.34954954955,0.492753623188,23.5373134328,3.52105970399,0.485294117647,0.4,5.0,1.0,0.2,0.2
**寨中学98届,4.0,89.0,2026.0,0.198416751788,0.651685393258,26.9294117647,0.967571067998,0.576470588235,0.856367226061,178.0,0.573033707865,0.19438976378,0.0320829220138
**塘月色,4.0,52.0,28.0,0.117647058824,0.5,17.1176470588,9.66121629745,0.852941176471,0.214285714286,3.0,0.333333333333,0.214285714286,0.0
**堂岛,4.0,65.0,68.0,0.0552884615385,0.634920634921,23.0806451613,7.46237527501,0.193548387097,0.132352941176,25.0,0.88,0.205882352941,0.0588235294118
**忆，与0601有关,4.0,68.0,19.0,0.27216856892,0.530303030303,20.5483870968,1.17332474061,0.693548387097,0.894736842105,5.0,0.4,0.0,0.0
**一班,4.0,56.0,647.0,0.579545454545,0.537037037037,17.3913043478,1.49605656818,0.851063829787,0.888717156105,31.0,0.41935483871,0.046511627907,0.0231839258114
**南小慕中学,4.0,51.0,104.0,0.40862745098,0.632653061224,24.2391304348,1.53488113984,0.521739130435,0.673076923077,36.0,0.694444444444,0.201923076923,0.0576923076923
**鹿社,4.0,122.0,317.0,0.0633383010432,0.444444444444,25.7647058824,2.85711814127,0.776859504132,0.239747634069,31.0,0.58064516129,0.0157728706625,0.0599369085174
**鈡〇⑧级④班,4.0,54.0,362.0,0.557651991614,0.528301886792,18.0212765957,1.24608940122,0.9375,0.834254143646,28.0,0.607142857143,0.0469613259669,0.00276243093923
**灵空间7#讨论群,4.0,90.0,7.0,0.0202247191011,0.950617283951,20.5909090909,6.5295999059,0.34328358209,0.571428571429,1.0,0.0,1.0,0.428571428571
**忆中的七五班,4.0,56.0,2.0,0.26038961039,0.571428571429,21.1,0.640312423743,0.392156862745,0.5,2.0,1.0,0.5,0.0
301班—吴,4.0,57.0,25.0,0.202694235589,0.59649122807,24.5964912281,0.671725955055,0.280701754386,0.36,4.0,0.5,0.0,0.0
**澜中学2006届,4.0,151.0,22.0,0.206534216336,0.54609929078,25.9507042254,1.25219505741,0.888888888889,0.0454545454545,7.0,0.857142857143,0.136363636364,0.0
**宫寺中学37班,4.0,59.0,79.0,0.230274693162,0.542372881356,29.701754386,3.11738144884,0.421052631579,0.696202531646,20.0,0.75,0.0689655172414,0.0
